40,-28
-49,-28
-65,-11
-45,-40
-51,-9
62,-27
27,42
49,-40
-30,-16
36,-35
0,-96
-72,15
-12,-14
-14,-36
-32,37
24,-23
-10,-59
-32,14
-7,-35
35,-51
-15,-5
-93,-25
-5,12
52,55
-68,16
-4,-29
14,-37
48,-4
-59,-22
18,-17
41,-32
12,-37
-48,-1
-16,42
-52,1
53,-31
-79,-32
4,1
-41,11
-66,-7
-12,13
-39,39
13,-44
-14,-32
-51,-3
40,-32
-32,6
-94,-35
-28,-31
-27,-34
43,-22
-33,-20
15,-18
73,19
4,36
-1,-63
19,13
39,22
-76,-41
67,-14
-44,41
3,20
-1,2
21,-76
16,21
-5,-44
53,-80
-20,39
-25,-23
-64,-25
-38,25
-42,49
-17,-41
-36,-59
-59,36
24,-56
-6,12
7,-37
34,46
-43,-15
21,-5
35,21
1,-18
-2,41
1,-6
61,-64
-6,-53
32,-38
-30,-34
22,18
-72,4
2,32
-1,29
10,-93
-17,18
1,-38
37,-41
-53,14
-5,15
-3,-24
-7,23
17,-81
24,12
40,26
-71,-78
31,65
47,13
4,-6
11,-42
-23,-14
52,-54
14,-63
50,65
25,-13
11,-4
36,-69
-24,38
9,-45
34,-9
18,10
6,-16
-23,-92
-42,-70
1,-28
1,-20
-7,-22
28,-23
-11,-52
-10,18
-24,-7
53,-37
13,47
50,-6
34,-63
-19,-53
-34,57
-23,22
-22,28
-18,-14
-18,-61
-9,-28
13,5
50,3
83,-22
-4,-67
-35,-4
27,-32
15,85
92,-39
-47,-39
26,-11
-66,7
37,4
39,-2
-6,7
34,-26
4,-20
13,-42
49,-16
-12,-63
6,2
-37,-45
-15,-25
4,-7
16,-6
-9,4
-23,-8
-45,51
66,16
-42,7
25,6
-19,-42
-10,20
28,-40
12,12
59,-6
31,-47
24,-10
12,22
53,35
18,16
9,-8
-24,14
-16,46
-1,11
-43,-11
22,-53
-15,29
-10,22
-6,-42
63,-13
36,-29
-21,-19
1,-39
18,-55
6,-26
27,-33
-13,20
1,3
12,-8
-34,69
53,-5
-15,-47
-76,-14
-16,23
11,-24
13,-9
-8,-21
13,21
9,35
-18,-23
-13,-27
4,-21
1,-44
27,43
39,-64
-74,24
-41,-19
9,17
-7,4
-33,-54
31,-11
4,-60
29,67
-8,7
36,-60
6,-62
20,42
-16,-68
-2,79
8,-23
4,5
-13,23
-72,-31
-20,-7
-42,40
-20,-49
40,2
60,-57
-25,-87
-35,-11
60,-27
7,-32
42,-5
18,-46
-61,-16
43,-36
-11,-6
-44,33
25,12
-28,-64
21,-18
5,-37
-11,-40
-12,-80
35,3
18,-41
-41,4
30,47
-11,-7
-8,-46
-2,-2
18,4
-7,-75
44,31
48,-16
39,16
51,-7
7,-2
-13,-68
-22,-33
36,63
8,-12
9,-10
15,-49
-21,-10
-27,-38
-36,-8
36,23
-63,16
44,8
-61,-52
63,-5
-24,-34
-1,47
-5,-19
47,76
22,-29
56,-26
-58,-33
12,-7
-34,-11
64,2
