-4,-25
-90,-34
-15,-6
-36,-29
-37,-1
49,16
2,33
30,-29
-25,-23
10,-39
-5,-48
-52,11
-19,12
32,-19
-2,12
-4,-6
-25,-31
-10,37
-13,-19
2,-30
-31,14
-23,-18
-13,-28
24,23
-60,-9
-17,-1
-9,-28
36,-5
-20,-15
18,-21
20,-41
-2,-46
-12,-10
-7,58
-28,9
21,-30
-71,15
-18,-10
0,-1
-49,-12
-24,-14
-26,18
-1,-25
-24,-26
-25,-12
30,9
10,32
-41,-33
-22,-7
-52,31
20,-16
9,-12
27,-19
27,16
19,28
7,-32
11,7
23,19
-34,-57
40,14
-18,15
16,33
-18,-28
-5,-53
53,9
-1,-45
42,-38
10,15
-15,-19
-35,-30
-35,-1
-25,18
-25,-14
-13,-47
-32,10
8,-49
-11,16
10,-18
40,9
-19,25
-19,-20
31,20
7,-30
-13,-2
-7,0
40,-48
22,-44
11,-30
-17,-53
25,-34
-45,9
-36,26
21,6
17,-35
-10,20
-2,-22
9,-52
-37,-15
15,-4
10,-53
-39,16
-10,-52
5,2
1,21
-32,-34
-2,45
13,2
-31,-5
-9,-43
4,-13
22,-25
16,-26
25,29
-2,9
29,-21
50,-76
21,35
-13,-61
22,-19
-5,15
-30,-46
-7,-42
-31,-30
-4,-31
11,-9
-32,-9
-2,-23
-4,-46
-11,-23
-9,11
18,-25
-9,1
-2,-29
27,-58
-48,-54
-18,13
-5,18
-22,13
-1,-4
6,-52
-1,-22
28,12
35,-35
37,-51
11,-44
-25,6
13,-36
-8,26
41,-46
-13,-30
-29,-27
-50,1
23,-36
14,-23
5,-26
10,1
-11,11
15,-46
15,5
-14,-21
1,-12
-25,-24
16,-10
-2,-22
19,-15
2,-32
-41,19
-40,0
40,-1
-24,-17
-2,-15
-16,-42
5,19
17,-29
1,2
37,-43
35,-69
13,19
20,-15
25,0
-35,-2
8,1
-54,5
-19,6
-10,28
-14,0
-4,-24
-8,5
-8,38
-29,-36
9,-29
23,-37
-2,8
-15,-42
21,-16
