31,-50
-56,69
-53,11
-88,-78
-38,33
58,11
8,47
97,-54
-17,-69
18,-62
-31,-48
-25,9
-50,-24
-6,45
-13,48
-14,-83
85,-49
40,-9
23,-57
70,-48
-46,1
-93,-85
14,73
-7,44
-93,-15
-53,-62
-29,-22
21,-3
-25,-64
-50,-16
16,-17
32,-60
-86,42
14,18
-57,-69
92,16
-66,5
-36,60
-37,31
-93,-6
-65,-5
-4,-45
-69,-93
1,2
-87,-4
40,-10
-57,-6
-71,68
-83,-56
13,3
44,91
47,64
15,-1
10,33
15,59
-36,0
39,-49
92,-11
-46,-55
42,26
-81,62
-30,-1
30,-85
56,-74
63,51
49,9
-58,-91
-19,9
-7,-45
-70,9
-15,63
6,-42
-83,-13
65,-80
-33,23
29,-6
-23,78
11,19
-16,-4
-42,-51
49,61
-30,20
-42,-92
-1,87
-56,-80
26,-32
4,-38
33,-97
-7,1
83,10
-53,28
20,61
-28,28
11,-16
60,1
-38,-75
-6,-2
-89,67
18,5
-9,5
-9,-12
55,-36
78,33
24,-50
-87,-20
14,35
0,-13
48,-17
-42,-76
-80,6
41,-92
49,-100
46,62
54,32
36,46
-3,-42
-58,37
-37,-84
27,-9
-75,79
94,-37
-29,-82
-78,-99
-1,-44
-21,25
65,-6
3,-31
26,9
-49,24
-35,-38
41,41
29,67
43,-97
-5,-78
-29,-57
2,28
27,28
20,-3
-11,48
9,2
-3,-42
8,30
97,13
91,-89
99,-28
-91,-34
54,-9
-46,60
77,-95
-100,-1
75,-69
-95,-3
51,-48
41,64
-48,55
30,19
84,-52
46,-98
-50,-3
19,-90
33,4
-36,-33
-32,27
-38,-30
-8,-2
13,44
58,37
-6,33
70,8
-48,-55
55,-13
-9,-58
22,47
77,-22
-44,-28
64,60
-27,-98
-47,-40
59,50
42,-10
46,-14
-8,92
-96,-47
-94,73
-12,67
-26,-99
88,-23
-84,44
33,-24
-31,-41
81,84
44,-69
-54,54
12,-84
-8,-73
53,-97
25,-64
-81,15
-36,-42
-3,80
17,90
53,35
82,-87
-57,-14
53,-49
-42,-92
-31,40
-41,-57
2,1
-26,52
-19,-27
-74,-41
-17,-31
-5,-82
15,-25
77,-82
-48,51
-46,49
-85,-1
-24,-41
-41,-24
-16,41
15,-63
44,77
-20,94
76,-28
33,9
9,37
-16,-45
23,72
-41,44
64,60
1,43
-73,-68
-5,38
-17,27
-19,-93
-7,24
96,-87
-5,-11
-13,19
46,42
32,-11
-3,89
16,6
-18,3
93,-30
-7,52
-54,73
84,-28
44,-58
-1,-97
-4,48
-34,-46
0,-39
36,97
68,-28
-78,94
-28,82
-62,15
-60,-83
-35,18
48,5
11,-79
63,-33
46,-48
99,-27
14,35
79,15
21,-79
-92,-12
-1,12
40,-12
-1,19
69,-42
-68,-12
24,-26
-91,70
20,69
-49,71
-31,66
-23,-26
26,-89
-5,-27
-67,30
-37,8
66,84
-12,37
92,89
-31,-56
-36,-20
17,-19
73,93
-14,-2
22,-27
-90,-57
8,-74
-4,5
98,-11
4,-94
78,-28
-40,68
-3,-97
59,-36
-71,38
89,-30
-5,76
-41,17
-1,-68
26,-76
-70,-29
12,18
6,79
-14,-31
-16,-27
37,-15
-56,42
-10,-43
-23,62
4,10
-100,-34
-92,-67
24,14
51,-3
-61,-64
4,-27
63,38
-41,-53
64,0
-22,70
-53,5
71,42
22,-70
-41,-28
-50,-86
-41,-24
9,53
89,-21
70,-56
-24,46
-79,-53
10,-17
69,15
-48,89
15,1
1,-23
-71,-75
12,7
-22,-70
89,77
14,-26
85,20
90,45
-65,-7
30,-51
-58,-76
87,-24
-28,4
42,12
79,76
-23,-48
52,98
-100,38
74,8
-93,53
-79,-17
10,-63
-30,40
24,-28
-2,5
-13,-10
84,-19
0,-78
49,-61
-34,52
-92,-16
47,67
-2,29
-14,20
-64,30
56,37
61,-61
-21,-85
