-60, -18
-77, -52
-94, -5
91, -75
-37, -99
-10, -90
-88, 6
-77, -15
64, -93
40, 12
-70, 38
-83, 45
-88, 75
-16, 72
-8, -16
9, -88
-93, -58
-58, -85
-16, 15
-1, -38
-42, -72
-11, -42
-39, -41
45, -37
-64, 48
-30, -21
-25, 50
-48, 86
-24, 72
23, -80
-68, -84
42, -100
-73, 78
-86, -2
-31, -37
44, -70
-78, 72
-25, 14
-80, -26
-83, -2
11, -72
-67, -93
-4, -6
54, 20
96, -83
-25, -93
75, 63
-76, -63
-53, -3
-77, -72
-43, -76
-60, 18
37, 15
-17, 40
64, 31
-21, -93
25, 40
-71, 10
61, 39
4, -64
-68, 81
-10, 71
-26, -7
69, -24
29, 12
-44, -47
88, -88
-80, -67
37, 59
60, -86
-68, 34
-53, -32
-96, 62
2, -88
86, -83
-75, 59
-40, 67
-70, 41
-60, 11
-95, -79
30, 57
-63, -6
28, 92
-32, 43
40, 82
-22, 83
23, -59
54, -98
-83, -51
-40, -50
21, 84
-52, -53
-74, 10
-11, -82
25, -35
28, -40
66, 33
-7, -94
58, 22
-95, 45
-51, -76
48, 45
-24, 94
28, -85
55, -27
-62, -61
-23, -24
-43, 32
-47, -71
-26, -4
38, 62
-73, -31
31, 15
2, -15
16, 15
-42, -43
72, -80
9, -9
-8, 70
-53, 57
7, -8
9, 57
-64, 69
-38, 39
23, -60
-67, 20
61, -20
-7, 4
51, -24
-74, 82
-40, 73
-22, 29
-93, -22
57, -35
-30, -8
-87, 64
59, -35
52, 42
8, 14
-52, 97
8, -28
38, 33
60, 57
31, -63
84, -97
-26, -97
-24, 63
41, 57
-89, 33
77, -12
32, -46
-30, -87
58, 38
-80, -24
-44, -24
-91, 49
-70, -94
-78, 70
-50, 21
-9, -88
-53, -49
-95, 79
58, 59
-85, -77
-35, 74
-53, 63
39, 65
-56, 80
86, 20
-3, 8
61, 5
-40, 1
-35, -44
-58, -21
26, -21
0, -43
-70, -63
-58, -97
-36, -6
-22, 85
-99, 6
-14, 86
73, 25
-92, -77
67, 56
1, 31
34, -14
-91, 64
46, 43
43, -35
-93, -1
53, 29
9, -48
-17, -97
43, 92
26, -49
