50, -65
-72, -64
-97, 74
23, 13
-34, 12
26, -70
-47, 43
31, -65
50, -77
73, 10
-28, 50
31, -58
-49, -11
-56, -57
43, -40
-65, -66
-83, 50
40, -1
-90, 76
58, -17
-76, -95
-100, 56
66, -66
69, 95
72, -35
52, -39
-14, 81
-81, 36
-86, -33
69, -27
35, 38
89, -34
43, 76
34, 92
7, -56
-37, 0
57, 72
-66, 90
-83, -44
-36, -72
17, -30
-57, -66
-94, 89
-61, -23
-14, -63
-21, -92
-40, 91
43, -73
85, -46
-84, -24
12, 73
-91, 49
91, 76
-22, 54
31, -20
-31, -19
27, 85
-28, 48
-6, 52
-45, -62
-65, 33
14, -23
65, -97
-4, -85
1, -39
8, -22
-66, -71
-68, -21
86, 6
51, -78
28, 84
-46, -96
-71, 23
-62, -55
-100, 56
-74, -18
-78, -3
-78, -14
-63, -29
-63, 76
26, 81
-77, 16
7, 86
-9, -73
-71, -48
-66, -78
-81, 92
-78, -86
85, -57
-22, -55
-65, 42
-64, 78
62, 66
-30, -85
74, -84
-6, 1
-11, -12
-89, -80
-100, -27
-50, 76
-87, -36
79, -10
2, 43
43, -42
-3, 37
52, -15
-28, 36
81, -13
-86, 10
-42, 63
-2, 70
-75, -9
97, 40
-99, 37
-25, 77
-69, -5
-32, 4
-1, 4
-60, -35
-94, 10
-92, -29
82, -87
-14, -24
-47, 57
-8, 10
82, -35
36, -21
9, 5
24, -92
-83, -95
-83, 47
-13, -13
22, -69
-98, 82
4, -37
-60, 20
-48, 68
-79, 58
21, 62
-5, 20
35, -35
68, 65
49, -91
-68, -100
29, -93
40, 92
-52, -95
-53, -9
-60, 71
63, 41
-67, -98
-96, -1
-49, 31
-84, 75
48, 75
-66, 28
-61, 8
-58, -12
4, -19
2, 88
-72, -89
95, -48
79, 75
-18, 38
-65, 54
44, -89
29, 88
-41, -25
83, -59
-49, 95
35, 98
-49, -38
60, -63
-22, -57
-50, -44
-88, -26
-88, -36
63, -30
-59, 81
2, 55
-49, -60
-28, -99
-94, 22
-37, -91
76, 16
-93, 52
15, -47
31, -29
95, 61
-9, -14
-93, -9
-8, 44
-55, -48
18, -74
-5, -78
88, 79
0, -93
6, 17
47, -55
-38, 59
-36, 14
-73, 57
-1, -79
18, -74
56, -3
-81, 46
-77, 8
13, 4
-50, 62
-16, 82
-94, -73
-77, -51
29, 39
-99, 88
-7, -58
-96, -31
-59, 95
43, -80
-19, -54
-7, -82
-54, -23
67, 50
-80, 88
5, 95
-53, -97
6, 61
61, 13
-58, 29
-99, 63
-30, -91
-70, 18
-70, 7
-94, 51
-86, 84
46, 90
-93, -95
