5, -7
-43, -13
40, 96
-86, -13
76, -100
-11, 75
62, -89
4, -33
52, 33
-80, 27
-20, 44
-43, -45
57, -11
-69, -37
-96, 0
34, -74
3, 77
39, -59
-36, -78
-47, -78
76, 96
64, 86
6, 39
-61, 65
-6, -94
-59, 79
-26, -99
-20, 83
-83, -37
50, 75
13, -61
-28, 57
67, 7
14, -41
1, 18
1, -29
-74, 32
39, -66
-79, 58
23, -85
74, 76
50, -29
66, 9
-21, -2
-93, 79
-9, 63
-65, -39
-11, -27
96, 63
12, 49
6, -22
-74, -75
-30, -66
48, -37
75, 99
-39, -95
-20, 69
-34, 50
-42, 8
-100, 90
65, 81
95, -22
-95, -12
-6, -47
62, -7
-98, -63
-9, 27
-76, 40
38, -8
-80, -7
-62, 93
-100, -66
-24, 10
-96, 88
-90, -82
-64, 51
68, -63
-98, 18
-44, 9
51, 69
-64, -17
-79, -51
-35, -9
-100, 21
-45, -17
-76, 32
-76, -24
5, -34
-31, -40
17, -70
26, 95
-46, -47
-91, 35
12, 25
11, -59
