-43, 21
-40, -34
40, 85
43, 43
-4, 59
-49, 40
50, -70
-98, -47
-51, 90
-66, 29
-76, 55
-91, -62
45, 37
69, 51
-10, -6
-75, -75
79, -11
-89, -52
-25, -14
30, 1
9, -12
-46, -88
-39, 68
63, -38
57, 22
-62, 93
48, -46
56, 34
77, -51
-41, 42
97, -95
-92, 2
10, 36
25, 0
-35, -38
19, -93
-54, 30
53, 21
22, -36
46, 7
28, 2
-5, -59
-26, 16
-91, 8
20, 0
-54, 56
75, -88
-99, 28
-26, 95
39, 42
-99, 14
-48, -24
-94, -72
-17, 14
28, -25
79, -43
-15, 88
-20, 41
61, 5
-78, -9
-48, -41
-4, -67
-45, 68
-32, -93
-41, -44
-78, -52
47, -48
-83, 87
-99, 77
-74, -86
-84, -15
-94, 15
-86, -12
-31, -47
-6, -76
-64, 65
-1, 93
-20, 54
-64, 50
-70, 52
55, -50
95, -65
-1, -20
95, 46
-89, -66
-76, 87
-70, -36
-68, 59
19, 77
-39, -34
72, 89
45, -29
17, -49
-32, 59
43, -68
-19, 26
58, 2
-51, -14
-67, 75
43, -91
32, 42
-16, -23
51, 17
-56, -66
-6, -36
-9, -34
-49, 27
