25, 0
-74, -51
46, 80
6, 6
42, 60
-90, 72
40, -61
-71, -90
-69, 98
-50, 96
-100, 22
-99, 43
-5, -39
87, 55
-24, 17
-42, -46
91, 8
-89, -84
-16, -6
-14, -39
-12, -79
-39, -52
-56, 10
96, -44
96, 94
-67, 57
46, -42
13, 21
61, -79
-60, 34
96, -41
-79, 81
41, 55
99, -85
-10, -9
-11, -54
-24, 32
73, -79
-58, 18
-4, -20
58, 21
-24, 5
-43, 43
-80, 43
31, -48
58, 24
7, -80
-92, -21
-15, 53
8, 95
-60, -88
-62, -45
5, -8
-6, -71
32, -1
78, -91
-30, 78
4, 87
42, -65
-33, -3
-38, 35
39, -86
-63, 13
-4, -67
50, 56
-19, -61
20, -62
-61, 93
-4, 65
-68, -67
-59, 29
-89, 48
-89, 33
-14, -88
5, -87
-99, 61
96, 26
-85, 87
-16, 79
-9, 19
51, -92
58, -36
-11, 9
-26, 62
-94, -44
-71, 89
-100, -87
-34, 25
-47, 64
14, -93
45, 94
20, -19
0, -86
-30, 33
67, -9
15, -9
47, 37
-82, -57
-75, 58
62, -36
-52, 21
-27, -84
-29, 77
-92, -86
-72, -15
