-45, -38
44, 36
23, 65
-1, -57
-49, 5
42, -72
-87, -78
-83, -5
-64, 46
-42, -18
-47, 12
32, 15
-9, 11
-68, 92
-33, -12
54, -24
-71, 85
-51, 1
-24, -51
98, -81
91, -60
-22, 27
-50, -100
-73, -77
11, 20
-88, -53
-83, 96
-94, 69
-1, -4
-59, -65
16, -17
-17, -23
-24, 88
6, -66
-42, -88
-77, 70
-94, -5
80, -56
-88, 9
-95, -18
2, -86
-47, 88
0, -57
-8, -100
-51, 1
20, -65
-87, 17
-76, -46
-24, -97
0, -39
69, 93
5, 4
-4, -44
44, 53
-32, -71
-2, -8
99, 34
-78, -19
71, -96
-62, 29
90, -69
71, 95
-73, -23
-22, 74
-44, -15
-60, 21
82, -30
-95, -56
-15, 86
-75, -36
20, -89
-43, 60
-88, -61
-7, -35
-39, -2
-45, 69
-34, -13
61, -86
61, 92
-50, -21
92, 3
34, 72
-54, -92
36, -4
-28, -90
-96, 82
-22, -98
39, -68
98, -100
1, 35
38, -20
9, 85
-86, 31
-67, 17
79, -87
-47, -30
-8, -57
46, 16
-67, 62
-98, -23
-44, 90
96, -80
-52, -3
-45, -70
-40, 70
50, -18
-30, -33
60, -42
-38, -61
51, 59
-85, -1
-7, 28
-26, 67
39, 97
-85, -30
-86, -74
-93, 0
51, -80
-20, -72
-61, -35
-33, 4
-8, 81
-28, 32
56, 97
-46, -17
-22, 52
76, -49
-62, 80
16, 78
46, -47
67, 53
8, 96
-39, -76
-17, 7
-7, -88
77, -52
-69, -82
-4, -55
-18, -77
-27, 55
82, -66
-56, 77
-21, 15
-51, -68
