4, 2, 
5, 2, 
8, 2, 
8, 2, 
3, 3, 
6, 3, 
8, 3, 
7, 3, 
7, 4, 
3, 4, 
7, 4, 
8, 4, 
5, 5, 
5, 5, 
8, 5, 
8, 5, 
