-66	69
-46	-96
40	-44
50	-37
-65	-34
29	-24
-63	13
50	-16
6	-23
75	-7
-67	-60
-54	60
61	21
30	-76
24	-38
-25	-69
27	-62
-6	13
86	89
-54	82
-76	34
13	48
83	27
84	-90
56	68
42	83
40	-65
-42	-3
83	-62
25	23
-40	70
-67	-64
0	-25
-52	-86
3	-2
-6	99
53	-45
-98	-74
0	-89
97	29
-90	81
84	-90
15	-70
24	31
-81	41
-58	62
-37	9
-8	-80
30	16
-70	-15
79	-93
-69	-59
-64	-97
14	-94
-35	74
-94	-51
49	54
-64	21
69	34
23	-93
11	-34
53	83
38	-57
88	-33
-74	-66
-35	60
-82	-31
-29	-46
-70	89
97	27
94	-16
12	11
39	-73
-36	-67
-42	74
-56	-78
58	96
-89	-31
-9	-96
-54	68
-13	-75
-60	96
64	4
86	51
-12	-77
-5	-56
-20	-32
43	20
7	-18
0	38
-43	50
-48	36
69	48
43	17
-37	-51
-62	34
-51	61
98	-12
-23	2
-12	-37
41	-34
-25	-41
-10	-26
65	96
78	99
-95	99
-28	-87
56	-16
35	33
-59	80
98	29
-76	5
13	46
-84	53
-79	39
-97	10
2	81
-30	-62
61	-65
-33	19
-96	-28
-71	-76
-54	75
11	91
-39	35
60	42
-66	-25
40	-44
-8	-85
75	47
-36	-23
62	-31
-43	-20
30	-2
64	-46
-65	-58
-58	-9
67	58
54	96
-2	12
-64	-85
-35	90
-19	95
42	91
-67	68
93	34
25	17
40	90
70	32
64	4
94	-16
75	86
61	74
22	-60
-30	-18
50	67
-70	-22
-26	-43
67	-41
-38	77
63	-45
97	-85
-47	80
59	-20
-20	-50
-21	88
-19	6
-46	-64
-60	94
9	99
88	-33
47	16
11	27
-31	35
-97	-89
-14	-57
57	-71
44	-99
72	39
77	82
58	-41
1	-47
-9	83
94	-91
99	82
12	63
-22	12
41	50
14	-30
-43	56
-52	-80
-55	-27
-7	-40
79	70
-87	-71
-63	-89
-97	48
-95	-56
5	1
-62	-6
-72	-87
-66	22
-42	-23
-23	91
-45	50
55	-50
-88	-95
90	-27
-36	12
87	32
96	-39
69	48
98	-85
-49	-96
-35	42
-96	-25
75	-76
21	71
-81	-97
52	66
7	-42
-28	22
-86	63
43	20
-28	68
47	88
88	-8
61	97
-59	-83
15	-84
-14	-43
-57	-2
-57	18
2	-14
-36	5
54	89
-88	-97
67	80
-9	6
5	-46
-39	2
75	-41
32	-6
67	-96
83	6
32	-10
-80	2
-44	-73
-67	34
-93	34
-55	35
-1	-58
-93	68
-88	66
49	18
77	7
-97	-16
-24	-79
29	-13
9	28
66	94
-14	72
-4	53
26	-100
-24	5
-67	-39
62	-6
-83	48
24	-91
-27	-3
87	82
-56	74
52	-19
14	-24
-49	37
73	-3
-10	5
-49	-87
29	-64
1	64
27	99
-77	69
58	-73
57	44
29	60
56	23
-32	34
17	-94
-50	50
54	91
21	-64
15	98
-61	-9
47	-88
-45	-72
-40	-45
3	62
60	29
-51	50
-74	14
10	-5
-48	9
-22	-29
-78	-38
9	8
-93	79
58	-73
-74	-68
69	-34
-20	-62
-50	-15
-7	-64
44	46
-32	-55
8	-9
-34	-15
71	8
-69	-27
-5	-87
71	-71
27	-66
13	-88
-58	-33
28	-54
-6	47
51	88
61	36
73	-51
86	-16
-79	51
31	-41
-73	9
50	8
40	45
91	29
8	-39
45	44
-89	44
10	-67
-65	25
56	-33
-83	39
-67	-48
-32	71
89	-26
67	49
76	98
75	14
-70	89
-89	-20
40	13
85	-11
35	79
-37	-70
-36	-79
93	-80
-99	62
-4	-35
9	-64
-3	6
-4	-54
82	-54
83	17
71	-13
-16	29
94	-47
-57	55
51	18
43	-35
-80	-19
-79	13
-52	-44
70	-15
-86	47
30	-19
97	-85
97	7
-25	-70
51	-76
-59	-16
-95	-86
8	-81
96	-89
-15	69
-11	96
-19	95
-25	5
67	32
-36	1
67	-14
-42	-70
58	-27
-52	-64
-98	-33
24	-81
-3	-2
48	-19
45	-56
44	-77
-50	77
