935254	399
1318727	398
1347665	397
1378511	396
1479760	395
1525226	394
1565213	393
1567916	392
1784070	391
1800546	390
1801837	389
2064367	388
2195911	387
2267721	386
2286611	385
2301350	384
2597571	383
2802154	382
2980485	381
2992796	380
3032043	379
3039951	378
3171599	377
3466356	376
3469647	375
3475874	374
3582237	373
3606377	372
3669711	371
3784561	370
3877314	369
3949212	368
3988258	367
3994860	366
4101972	365
4169100	364
4370607	363
4498077	362
4582331	361
4589083	360
4624218	359
4691092	358
4727399	357
4791428	356
4834234	355
5417762	354
5716513	353
6100115	352
6198145	351
6244343	350
6262378	349
6313209	348
6375274	347
6699523	346
6781530	345
7015671	344
7039111	343
7106177	342
7158745	341
7264185	340
7435463	339
7500570	338
7531707	337
7631245	336
7664385	335
7673741	334
7837177	333
7838755	332
8172907	331
8189504	330
8200593	329
8335575	328
8534945	327
8878678	326
9112019	325
9223065	324
9493899	323
9551645	322
9635940	321
9714815	320
9980242	319
10073319	318
10113921	317
10169684	316
10452067	315
10748617	314
10822129	313
10961515	312
11370956	311
11459215	310
11472053	309
11475528	308
11707019	307
11844230	306
12034443	305
12048226	304
12285266	303
12380072	302
12526805	301
12582124	300
12961776	299
13146623	298
13150708	297
13358138	296
13455149	295
13479586	294
13604390	293
13804151	292
13970787	291
14126553	290
14193129	289
14513428	288
14637972	287
14891090	286
14913017	285
15323788	284
15831552	283
15941264	282
16125204	281
16634747	280
16787851	279
16839272	278
17085637	277
17138390	276
17236666	275
17263145	274
17494195	273
17652270	272
17687937	271
17857270	270
18833398	269
18925166	268
19002980	267
19022449	266
19167154	265
19318276	264
19462856	263
19491769	262
19754287	261
19870720	260
19935037	259
19940956	258
20016336	257
20563186	256
20789856	255
20977394	254
21065826	253
21220657	252
21369029	251
21516865	250
21839942	249
21956964	248
22122682	247
22326363	246
22360152	245
22416664	244
22466143	243
22626373	242
22806596	241
23065633	240
23101059	239
23255256	238
23459247	237
23461197	236
23513577	235
23821680	234
23842054	233
24387250	232
25059250	231
25074258	230
25138206	229
25151037	228
25655293	227
25682762	226
26009590	225
26230824	224
26412956	223
26465978	222
27537205	221
27698712	220
27713045	219
28416682	218
28440291	217
28649751	216
28939578	215
29248383	214
29708748	213
30290170	212
30469012	211
31005817	210
31258370	209
31349288	208
31429114	207
31642203	206
31716507	205
31874734	204
32018311	203
32023571	202
32067670	201
32102816	200
32466315	199
32682272	198
32888018	197
33243525	196
33274424	195
33296702	194
33325794	193
33498021	192
33511446	191
33701283	190
33831305	189
33981802	188
34056066	187
34076484	186
34232255	185
34885516	184
35062269	183
35064363	182
35585137	181
35803761	180
36117643	179
36568390	178
36736212	177
36940875	176
37830314	175
38024223	174
38039353	173
38096949	172
38161021	171
38881527	170
39117474	169
39285271	168
39825239	167
40177871	166
40435913	165
40872490	164
40913662	163
40981858	162
41232402	161
41285391	160
41334857	159
41510253	158
42006853	157
42306361	156
42355245	155
42474312	154
42511591	153
42986842	152
43342482	151
43739153	150
44254752	149
44490071	148
44950843	147
45061404	146
46275669	145
46652419	144
47420192	143
47481343	142
47716885	141
48121710	140
48199876	139
48431569	138
49048014	137
49736846	136
49993016	135
50443232	134
51156102	133
51430229	132
51721901	131
51838631	130
51890378	129
51951769	128
52071989	127
52407483	126
52557734	125
53042109	124
53300689	123
53335190	122
53793141	121
54006757	120
54517350	119
55213970	118
56087300	117
57619004	116
57881976	115
57983102	114
58368162	113
60434993	112
60564984	111
60778274	110
61082090	109
61348448	108
61896172	107
62715972	106
63196148	105
63334240	104
63412755	103
63566527	102
64120125	101
65163247	100
65750272	99
66275721	98
67478633	97
68319097	96
68381467	95
69695107	94
70431410	93
70607178	92
71514432	91
71855031	90
71992405	89
73228218	88
74477638	87
74723727	86
74944679	85
75798303	84
76030615	83
76353469	82
77079585	81
77083120	80
77584769	79
79719020	78
80670771	77
80995415	76
81463605	75
82128205	74
83492124	73
83591722	72
83879383	71
84297482	70
84883076	69
85332694	68
86287687	67
86349274	66
87176958	65
87333176	64
88947379	63
90384148	62
90937033	61
91915899	60
92329616	59
92446453	58
94473524	57
95830983	56
96971110	55
97751413	54
98972484	53
99770758	52
100040175	51
100646778	50
103308962	49
104393800	48
105185067	47
106228660	46
106479549	45
106520770	44
107451631	43
107506095	42
107912483	41
107994918	40
